Keyword,URL,Country,Difficulty,Volume,CPS,Parent Topic,Parent Topic Volume,Last Update,Referring Domains,Domain rating,Ahrefs Rank,Traffic,Keywords,CPC,Position,Type,Title,Global volume,Traffic potential,Global traffic potential,First seen,Intents,Languages,Page type,SV trend (03-2024 - 02-2026),SV Forecasting trend (03-2026 - 03-2027)
dividend finder,https://www.simplysafedividends.com/,us,55,30,,dividend stocks,48000,2026-03-07 03:01:02,211,45,949934,2939,176,0.70,7,Organic,Simply Safe Dividends — Proven dividend research and ...,60,27000,30000,2015-12-12,"Informational,Non-branded,Non-local",English,,,
dividend finder,https://www.dividendchannel.com/,us,55,30,,dividend stocks,48000,2026-03-07 03:01:02,285,46,916038,1002,96,0.70,8,Organic,Dividend Channel,60,27000,30000,2015-12-12,"Informational,Non-branded,Non-local",English,,,
dividend finder,https://www.google.com/search?sca_esv=0ff7534cf1487ec7&hl=en&gl=US&q=dividend+%22finder%22&sa=X&ved=2ahUKEwiDzvyG5oyTAxX7VkEAHSGXFWAQ5t4CegQISBAB,us,55,30,,dividend stocks,48000,2026-03-07 03:01:02,,,,,,0.70,8,Sitelinks,finder,60,27000,30000,2015-12-12,"Informational,Non-branded,Non-local",English,,,
dividend finder,https://finance.yahoo.com/research-hub/screener/high_dividend_yield/,us,55,30,,dividend stocks,48000,2026-03-07 03:01:02,0,94,89,167,72,0.70,9,Organic,Top High Yield Dividend Stocks List | Screener,60,27000,30000,2015-12-12,"Informational,Non-branded,Non-local",English,,,
dividend finder,https://www.google.com/search?sca_esv=0ff7534cf1487ec7&hl=en&gl=US&q=dividend+%22finder%22&sa=X&ved=2ahUKEwiDzvyG5oyTAxX7VkEAHSGXFWAQ5t4CegQISRAB,us,55,30,,dividend stocks,48000,2026-03-07 03:01:02,,,,,,0.70,9,Sitelinks,finder,60,27000,30000,2015-12-12,"Informational,Non-branded,Non-local",English,,,
dividend finder,https://www.wallstreetzen.com/stock-screener/dividends,us,55,30,,dividend stocks,48000,2026-03-07 03:01:02,4,72,72420,16,12,0.70,10,Organic,Find The Best Dividend Paying Stocks To Buy And Hold ...,60,27000,30000,2015-12-12,"Informational,Non-branded,Non-local",English,,,
dividend simulator,https://www.marketbeat.com/dividends/calculator/,us,9,30,,dividend calculator,35000,2026-03-12 01:32:01,190,75,38441,32496,424,,1,Organic,Dividend Calculator | Calculate Investment Growth Returns,70,33000,38000,2017-03-29,"Informational,Non-branded,Non-local",English,,,
dividend simulator,https://www.dripcalc.com/,us,9,30,,dividend calculator,35000,2026-03-12 01:32:01,18,6,24041542,16446,1010,,2,Organic,Dividend Reinvestment Calculator – DRIPCalc,70,33000,38000,2017-03-29,"Informational,Non-branded,Non-local",English,,,
dividend simulator,https://www.dripcalc.com/schd-dividend-calculator/,us,9,30,,dividend calculator,35000,2026-03-12 01:32:01,,,,,,,2,Sitelinks,Schd,70,33000,38000,2017-03-29,"Informational,Non-branded,Non-local",English,,,
dividend simulator,https://www.dripcalc.com/ymtracker/,us,9,30,,dividend calculator,35000,2026-03-12 01:32:01,,,,,,,2,Sitelinks,YMTracker,70,33000,38000,2017-03-29,"Informational,Non-branded,Non-local",English,,,
dividend simulator,https://www.dripcalc.com/portfolio/,us,9,30,,dividend calculator,35000,2026-03-12 01:32:01,,,,,,,2,Sitelinks,DRIPTracker,70,33000,38000,2017-03-29,"Informational,Non-branded,Non-local",English,,,
dividend simulator,https://www.dripcalc.com/stocks/,us,9,30,,dividend calculator,35000,2026-03-12 01:32:01,,,,,,,2,Sitelinks,Stocks,70,33000,38000,2017-03-29,"Informational,Non-branded,Non-local",English,,,
dividend simulator,https://www.nerdwallet.com/investing/calculators/dividend-calculator,us,9,30,,dividend calculator,35000,2026-03-12 01:32:01,16,90,1450,4068,287,,3,Organic,Dividend Calculator: Returns on Reinvested Dividends,70,33000,38000,2017-03-29,"Informational,Non-branded,Non-local",English,,,
dividend simulator,https://www.dividend.com/tools/compounding-returns-calculator/,us,9,30,,dividend calculator,35000,2026-03-12 01:32:01,7,64,190787,4309,319,,4,Organic,Dividend Reinvestment Calculator,70,33000,38000,2017-03-29,"Informational,Non-branded,Non-local",English,,,
dividend simulator,https://www.empowerfcu.com/personal/tools-education/financial-calculators/dividend-calculator,us,9,30,,dividend calculator,35000,2026-03-12 01:32:01,5,46,915694,5860,273,,5,Organic,Dividend Calculator | Investment | Savings Account,70,33000,38000,2017-03-29,"Informational,Non-branded,Non-local",English,,,
dividend simulator,https://www.sharesight.com/us/dividend-calculator/,us,9,30,,dividend calculator,35000,2026-03-12 01:32:01,3,54,456528,17668,329,,6,Organic,Dividend Calculator - Monthly Dividend Income,70,33000,38000,2017-03-29,"Informational,Non-branded,Non-local",English,,,
dividend simulator,https://stoculator.com/,us,9,30,,dividend calculator,35000,2026-03-12 01:32:01,85,14,11811618,3681,249,,7,Organic,Stoculator | Stock Market Investment Calculator,70,33000,38000,2017-03-29,"Informational,Non-branded,Non-local",English,,,
dividend simulator,,us,9,30,,dividend calculator,35000,2026-03-12 01:32:01,,,,,,,8,People also ask,How much to make $1000 a month in dividends?,70,33000,38000,2017-03-29,"Informational,Non-branded,Non-local",English,,,
dividend simulator,,us,9,30,,dividend calculator,35000,2026-03-12 01:32:01,,,,,,,8,People also ask,"How much money do you need to make $50,000 a year off dividends?",70,33000,38000,2017-03-29,"Informational,Non-branded,Non-local",English,,,
dividend simulator,,us,9,30,,dividend calculator,35000,2026-03-12 01:32:01,,,,,,,8,People also ask,"How much money do I need to make $3,000 a month in dividends?",70,33000,38000,2017-03-29,"Informational,Non-branded,Non-local",English,,,
dividend simulator,,us,9,30,,dividend calculator,35000,2026-03-12 01:32:01,,,,,,,8,People also ask,How much money do I need to invest to make $300 a month in dividends?,70,33000,38000,2017-03-29,"Informational,Non-branded,Non-local",English,,,
dividend simulator,https://dividendathlete.com/dividend-investing-calculator/,us,9,30,,dividend calculator,35000,2026-03-12 01:32:01,9,7,22578529,610,127,,9,Organic,Dividend Investing Calculator,70,33000,38000,2017-03-29,"Informational,Non-branded,Non-local",English,,,
dividend simulator,https://simplywall.st/tools/dividend-calculator,us,9,30,,dividend calculator,35000,2026-03-12 01:32:01,1,73,57160,47,34,,10,Organic,Dividend Calculator,70,33000,38000,2017-03-29,"Informational,Non-branded,Non-local",English,,,
dividend simulator,https://www.tradingblock.com/calculators/dividend-calculator,us,9,30,,dividend calculator,35000,2026-03-12 01:32:01,,,,,,,11,Organic,Dividend Growth Calculator: Visualize Stock And ETF ...,70,33000,38000,2017-03-29,"Informational,Non-branded,Non-local",English,,,
dividend simulator,https://www.google.com/search?sca_esv=9271619119a2efea&hl=en&gl=US&q=dividend+%22simulator%22&sa=X&ved=2ahUKEwj95Nu9m5mTAxWa9rsIHX0-EGoQ5t4CegQIRhAB,us,9,30,,dividend calculator,35000,2026-03-12 01:32:01,,,,,,,11,Sitelinks,simulator,70,33000,38000,2017-03-29,"Informational,Non-branded,Non-local",English,,,
dividend income estimator,https://www.sharesight.com/us/dividend-calculator/,us,9,20,,dividend calculator,35000,2026-01-06 16:29:16,3,54,456528,17668,329,1.20,1,Organic,Dividend Calculator - Monthly Dividend Income,30,22000,22000,2017-10-09,"Informational,Non-branded,Non-local",English,,,
dividend income estimator,https://www.marketbeat.com/dividends/calculator/,us,9,20,,dividend calculator,35000,2026-01-06 16:29:16,190,75,38441,32496,424,1.20,2,Organic,Dividend Calculator | Calculate Investment Growth Returns,30,22000,22000,2017-10-09,"Informational,Non-branded,Non-local",English,,,
dividend income estimator,https://www.dripcalc.com/,us,9,20,,dividend calculator,35000,2026-01-06 16:29:16,18,6,24041542,16446,1010,1.20,3,Organic,Dividend Reinvestment Calculator – DRIPCalc,30,22000,22000,2017-10-09,"Informational,Non-branded,Non-local",English,,,
dividend income estimator,https://www.nerdwallet.com/investing/calculators/dividend-calculator,us,9,20,,dividend calculator,35000,2026-01-06 16:29:16,16,90,1450,4068,287,1.20,4,Organic,Dividend Calculator: Returns on Reinvested Dividends,30,22000,22000,2017-10-09,"Informational,Non-branded,Non-local",English,,,
dividend income estimator,https://investor.vanguard.com/tools-calculators/investment-income-calculator,us,9,20,,dividend calculator,35000,2026-01-06 16:29:16,28,84,6187,2233,347,1.20,5,Organic,Investment income calculator - Vanguard,30,22000,22000,2017-10-09,"Informational,Non-branded,Non-local",English,,,
dividend income estimator,https://www.empowerfcu.com/personal/tools-education/financial-calculators/dividend-calculator,us,9,20,,dividend calculator,35000,2026-01-06 16:29:16,5,46,915694,5860,273,1.20,6,Organic,Dividend Calculator | Investment | Savings Account,30,22000,22000,2017-10-09,"Informational,Non-branded,Non-local",English,,,
dividend income estimator,https://www.schwab.com/go-digital/investment-income,us,9,20,,dividend calculator,35000,2026-01-06 16:29:16,2,87,2859,16,13,1.20,7,Organic,Investment Income Summary,30,22000,22000,2017-10-09,"Informational,Non-branded,Non-local",English,,,
dividend income estimator,https://divtracker.app/dividend-income-calculator,us,9,20,,dividend calculator,35000,2026-01-06 16:29:16,0,21,7597488,19,27,1.20,8,Organic,Dividend Income Calculator,30,22000,22000,2017-10-09,"Informational,Non-branded,Non-local",English,,,
dividend income estimator,https://www.fidelity.com/learning-center/trading-investing/dividend-yield,us,9,20,,dividend calculator,35000,2026-01-06 16:29:16,9,87,2884,2485,314,1.20,9,Organic,Dividend yield: What it is and how to calculate it,30,22000,22000,2017-10-09,"Informational,Non-branded,Non-local",English,,,
dividend income estimator,,us,9,20,,dividend calculator,35000,2026-01-06 16:29:16,,,,,,1.20,10,People also ask,How much to make $1000 a month in dividends?,30,22000,22000,2017-10-09,"Informational,Non-branded,Non-local",English,,,
dividend income estimator,,us,9,20,,dividend calculator,35000,2026-01-06 16:29:16,,,,,,1.20,10,People also ask,How to estimate dividend income?,30,22000,22000,2017-10-09,"Informational,Non-branded,Non-local",English,,,
dividend income estimator,,us,9,20,,dividend calculator,35000,2026-01-06 16:29:16,,,,,,1.20,10,People also ask,"How much would $100,000 make in dividends?",30,22000,22000,2017-10-09,"Informational,Non-branded,Non-local",English,,,
dividend income estimator,,us,9,20,,dividend calculator,35000,2026-01-06 16:29:16,,,,,,1.20,10,People also ask,"How much do I need to invest to make $3,000 a month in dividends?",30,22000,22000,2017-10-09,"Informational,Non-branded,Non-local",English,,,
dividend income estimator,https://www.dividend.com/tools/compounding-returns-calculator/,us,9,20,,dividend calculator,35000,2026-01-06 16:29:16,,,,,,1.20,11,Organic,Dividend Reinvestment Calculator,30,22000,22000,2017-10-09,"Informational,Non-branded,Non-local",English,,,
dividend portfolio simulator,,us,,20,,,,,,,,,,,,,,30,,,2020-05-24,,,,,
msty dividend estimator,,us,,20,,,,,,,,,,,,,,20,,,2025-07-23,,,,,
dividend stock analyzer,,us,,10,,,,,,,,,,1.80,,,,10,,,2019-11-23,,,,,
etrade dividend income estimator,,us,,10,,,,,,,,,,,,,,10,,,2021-02-12,,,,,
dividend planner,,us,,10,,,,,,,,,,,,,,20,,,2018-10-14,"Informational,Non-branded,Non-local",English,,,
dividend yield finder,,us,,10,,,,,,,,,,0.00,,,,10,,,2018-07-26,,,,,
yieldmax dividend estimator,,us,,10,,,,,,,,,,,,,,10,,,2025-08-12,,,,,
merger bonus dividend,,us,,10,,,,,,,,,,,,,,10,,,2025-06-01,,,,,
ex dividend date finder,,us,,10,,,,,,,,,,,,,,10,,,2018-01-22,,,,,
dividend analyzer,,us,,10,,,,,,,,,,,,,,10,,,2017-11-15,,,,,
nasdaq dividend finder,,us,,0,,,,,,,,,,,,,,0,,,2019-01-28,,,,,
deemed dividend analyzer,,us,,0,,,,,,,,,,,,,,0,,,2020-01-15,,,,,
torchlight merger special dividend,,us,,0,,,,,,,,,,,,,,0,,,2021-06-21,"Informational,Branded,Non-local",English,,,
att merger dividend,,us,,0,,,,,,,,,,,,,,0,,,2021-05-19,,,,,
td ameritrade dividend income estimator,,us,,0,,,,,,,,,,,,,,0,,,2022-03-04,,,,,
at&t merger dividend,,us,,0,,,,,,,,,,,,,,0,,,2021-05-18,,,,,
bhp woodside merger dividend,,us,,0,,,,,,,,,,,,,,10,,,2022-07-15,,,,,
td ameritrade dividend estimator,,us,,0,,,,,,,,,,,,,,0,,,2018-02-08,,,,,
fidelity dividend income estimator,,us,,0,,,,,,,,,,,,,,0,,,2020-06-08,"Informational,Navigational,Branded,Non-local",English,,,
dividend estimator schwab,,us,,0,,,,,,,,,,,,,,0,,,2024-10-10,,,,,
torchlight merger dividend,,us,,0,,,,,,,,,,,,,,0,,,2021-02-13,"Informational,Branded,Non-local",English,,,
dividend income planner,,us,,0,,,,,,,,,,,,,,0,,,2017-06-30,,,,,
tech merger dividend,,us,,0,,,,,,,,,,,,,,0,,,2021-03-09,,,,,
dividend finder math,,us,,0,,,,,,,,,,,,,,0,,,2017-12-10,,,,,
fcau merger dividend,,us,,0,,,,,,,,,,,,,,0,,,2019-11-23,,,,,
trch merger dividend,,us,,0,,,,,,,,,,,,,,0,,,2021-02-25,"Informational,Branded,Non-local",English,,,
dowdupont dividend after merger,,us,,0,,,,,,,,,,,,,,0,,,2017-12-18,,,,,
at&t discovery merger dividend,,us,,0,,,,,,,,,,,,,,0,,,2021-05-18,"Informational,Branded,Non-local",English,,,
fcau merger dividend date,,us,,0,,,,,,,,,,,,,,0,,,2020-07-10,,,,,
dividend stock finder,,us,,0,,,,,,,,,,,,,,0,,,2015-11-16,"Informational,Non-branded,Non-local",English,,,
dividend portfolio analyzer,,us,,0,,,,,,,,,,,,,,0,,,2017-11-15,,,,,
at&t dividend after merger,,us,,0,,,,,,,,,,,,,,0,,,2021-05-18,,,,,
dividend stock simulator,,us,,0,,,,,,,,,,,,,,0,,,2018-03-07,,,,,
dow dupont merger dividend,,us,,0,,,,,,,,,,,,,,0,,,2017-09-01,"Informational,Branded,Non-local",English,,,
trch dividend merger,,us,,0,,,,,,,,,,,,,,0,,,2021-06-18,"Informational,Branded,Non-local",English,,,
trch dividend after merger,,us,,0,,,,,,,,,,,,,,0,,,2021-03-17,"Informational,Branded,Non-local",English,,,
schwab dividend income estimator,,us,,0,,,,,,,,,,,,,,0,,,2023-11-06,,,,,
torchlight energy merger dividend,,us,,0,,,,,,,,,,,,,,0,,,2021-02-02,"Informational,Branded,Non-local",English,,,
bbig merger dividend,,us,,0,,,,,,,,,,,,,,0,,,2021-10-05,"Informational,Branded,Non-local",English,,,
trch stock merger dividend,,us,,0,,,,,,,,,,,,,,0,,,2021-04-02,,,,,
kraft heinz merger special dividend,,us,,0,,,,,,,,,,,,,,0,,,2016-02-11,"Informational,Non-branded,Non-local",English,,,
merger dividend,,us,,0,,,,,,,,,,,,,,0,,,2021-01-16,,,,,
stock dividend finder,,us,,0,,,,,,,,,,,,,,0,,,2020-04-15,"Informational,Non-branded,Non-local",English,,,
